Student_id,english_marks,maths_marks,science_marks,computer_marks,course
S12533,100,88,93,82,AI
S12534,65,79,61,93,AI
S12535,77,69,62,69,python
S12536,66,60,70,79,python
S12537,78,84,96,68,Mathematics for machine learning
S12538,88,66,61,67,python
S12539,63,67,93,76,Mathematics for machine learning
S12540,67,70,69,94,python
S12541,100,60,95,86,Web Development
S12542,73,83,71,69,Mathematics for machine learning
S12543,68,80,100,72,AI
S12544,70,89,80,95,AI
S12545,86,60,95,64,python
S12546,61,69,81,100,python
S12547,96,93,71,94,AI
S12548,63,100,95,82,AI
S12549,64,60,69,79,python
S12550,72,67,98,60,python
S12551,60,94,100,60,AI
S12552,97,63,90,84,Web Development
S12553,87,72,63,86,AI
S12554,94,61,64,95,Mathematics for machine learning
S12555,98,63,60,64,AI
S12556,99,91,100,90,AI
S12557,91,74,96,81,AI
S12558,79,80,73,74,AI
S12559,78,67,84,67,python
S12560,86,93,62,88,AI
S12561,74,76,73,87,AI
S12562,83,78,63,68,python
S12563,98,80,61,60,python
S12564,62,63,79,100,python
S12565,62,95,80,85,AI
S12566,69,83,72,66,AI
S12567,84,97,73,76,AI
S12568,99,93,65,84,AI
S12569,79,86,95,75,AI
S12570,86,84,87,60,Mathematics for machine learning
S12571,100,89,93,84,AI
S12572,77,72,66,66,python
S12573,71,98,61,86,AI
S12574,73,63,63,90,Web Development
S12575,60,66,66,75,Web Development
S12576,79,99,81,90,AI
S12577,86,75,62,60,python
S12578,89,95,72,65,Mathematics for machine learning
S12579,82,65,100,79,Web Development
S12580,71,63,67,84,Web Development
S12581,98,76,91,67,Mathematics for machine learning
S12582,70,85,92,84,AI
S12583,94,98,91,87,AI
S12584,92,66,96,98,Web Development
S12585,95,96,80,62,Mathematics for machine learning
S12586,77,91,83,69,Mathematics for machine learning
S12587,67,98,86,79,AI
S12588,78,85,94,82,Web Development
S12589,89,90,79,89,AI
S12590,94,99,69,83,AI
S12591,68,92,80,89,python
S12592,79,97,77,88,AI
S12593,86,78,77,93,Mathematics for machine learning
S12594,90,77,60,62,python
S12595,74,69,62,60,python
S12596,79,65,85,76,Mathematics for machine learning
S12597,77,91,75,76,AI
S12598,85,79,73,60,Mathematics for machine learning
S12599,78,96,71,66,Mathematics for machine learning
S12600,77,85,89,83,Mathematics for machine learning
S12601,82,89,78,94,AI
S12602,87,64,86,76,AI
S12603,84,70,66,61,python
S12604,83,83,62,66,Web Development
S12605,87,62,95,72,Web Development
S12606,98,77,70,93,python
S12607,90,85,90,94,AI
S12608,98,84,92,62,python
S12609,76,88,96,75,AI
S12610,88,79,69,81,AI
S12611,65,71,95,65,Mathematics for machine learning
S12612,81,75,94,92,AI
S12613,82,87,78,82,AI
S12614,87,67,97,91,Web Development
S12615,79,61,65,91,AI
S12616,77,70,73,63,python
S12617,64,98,89,90,AI
S12618,83,64,72,62,python
S12619,71,96,91,96,AI
S12620,71,83,84,81,AI
S12621,61,79,80,80,AI
S12622,71,94,80,100,AI
S12623,82,68,64,85,Web Development
S12624,65,86,69,77,AI
S12625,71,83,77,79,python
S12626,76,85,79,80,AI
S12627,94,74,60,75,Web Development
S12628,78,69,67,74,Web Development
S12629,77,95,67,74,AI
S12630,70,74,79,81,AI
S12631,91,84,90,71,AI
S12632,71,93,69,82,python
S12633,73,94,87,94,AI
S12634,79,60,83,65,python
S12635,82,90,75,70,Mathematics for machine learning
S12636,73,61,91,79,Web Development
S12637,75,63,61,61,python
S12638,72,74,81,67,Mathematics for machine learning
S12639,99,62,79,84,Web Development
S12640,81,77,74,90,AI
S12641,83,93,60,96,python
S12642,100,82,75,80,AI
S12643,83,83,64,60,python
S12644,90,87,74,82,AI
S12645,73,84,85,63,Mathematics for machine learning
S12646,72,68,93,98,Web Development
S12647,90,60,61,89,Web Development
S12648,68,93,65,65,python
S12649,81,77,78,70,Mathematics for machine learning
S12650,72,92,96,65,Mathematics for machine learning
S12651,88,92,68,91,AI
S12652,75,63,98,64,python
S12653,93,67,85,81,Web Development
S12654,78,73,82,73,Web Development
S12655,63,62,99,83,python
S12656,100,64,88,63,python
S12657,73,87,74,61,Mathematics for machine learning
S12658,91,92,78,98,AI
S12659,61,79,81,98,AI
S12660,69,99,100,92,Mathematics for machine learning
S12661,83,80,61,84,python
S12662,89,80,63,75,AI
S12663,92,61,98,95,Web Development
S12664,77,89,75,97,AI
S12665,67,64,63,80,python
S12666,64,96,90,90,Web Development
S12667,71,87,81,65,Mathematics for machine learning
S12668,81,80,70,70,python
S12669,78,73,74,65,Mathematics for machine learning
S12670,63,91,65,85,AI
S12671,77,91,65,63,AI
S12672,70,87,81,80,AI
S12673,73,81,100,73,AI
S12674,85,64,94,81,Web Development
S12675,91,86,65,60,python
S12676,81,70,90,76,Web Development
S12677,99,65,61,88,Web Development
S12678,95,72,87,63,Mathematics for machine learning
S12679,93,89,61,68,python
S12680,83,99,60,79,AI
S12681,92,76,78,61,Mathematics for machine learning
S12682,98,96,68,80,AI
S12683,63,97,78,83,AI
S12684,67,95,94,86,AI
S12685,76,88,71,94,AI
S12686,92,79,67,96,AI
S12687,92,90,68,78,AI
S12688,69,65,99,69,python
S12689,71,86,75,71,AI
S12690,62,92,86,65,Mathematics for machine learning
S12691,66,99,87,67,Mathematics for machine learning
S12692,71,79,75,88,AI
S12693,88,60,71,76,Web Development
S12694,69,99,85,84,Web Development
S12695,79,62,68,65,python
S12696,87,91,62,95,AI
S12697,90,60,68,79,Web Development
S12698,99,82,84,90,AI
S12699,99,65,83,64,python
S12700,77,78,79,73,AI
S12701,78,71,82,72,AI
S12702,99,61,93,93,Web Development
S12703,86,74,97,99,AI
S12704,78,77,74,73,AI
S12705,84,65,81,61,Mathematics for machine learning
S12706,91,80,67,65,python
S12707,70,95,66,84,Web Development
S12708,75,69,62,69,python
S12709,64,95,94,66,Mathematics for machine learning
S12710,66,70,65,61,python
S12711,76,81,62,80,AI
S12712,98,87,75,62,Mathematics for machine learning
S12713,63,80,69,98,AI
S12714,66,73,86,96,AI
S12715,64,62,77,84,python
S12716,98,81,81,100,AI
S12717,66,91,79,97,AI
S12718,93,95,78,63,Web Development
S12719,74,92,64,68,AI
S12720,77,88,78,73,AI
S12721,64,97,78,77,AI
S12722,67,82,75,87,AI
S12723,82,93,100,62,Mathematics for machine learning
S12724,61,86,82,72,AI
S12725,60,98,77,81,AI
S12726,67,61,100,94,python
S12727,76,98,97,80,AI
S12728,87,67,72,85,Web Development
S12729,84,96,80,97,Web Development
S12730,64,81,60,100,AI
S12731,78,71,90,78,AI
S12732,84,64,63,95,Web Development
S12733,92,68,66,81,Web Development
S12734,86,93,73,62,Mathematics for machine learning
S12735,99,77,68,100,AI
S12736,96,67,100,76,AI
S12737,78,60,80,74,Web Development
S12738,97,64,63,73,Web Development
S12739,85,100,78,82,AI
S12740,84,62,86,97,python
S12741,77,96,85,67,python
S12742,86,76,95,68,Mathematics for machine learning
S12743,88,75,98,97,AI
S12744,89,75,99,73,AI
S12745,90,67,71,95,Web Development
S12746,91,85,64,95,AI
S12747,66,99,83,62,Mathematics for machine learning
S12748,79,86,88,87,AI
S12749,76,77,69,72,AI
S12750,65,92,74,85,AI
S12751,94,64,100,69,python
S12752,99,72,71,75,AI
S12753,69,80,70,88,AI
S12754,90,96,65,62,python
S12755,75,66,70,90,Web Development
S12756,93,69,64,90,Web Development
S12757,91,85,67,97,AI
S12758,98,67,85,92,Web Development
S12759,81,79,92,79,AI
S12760,89,82,86,85,AI
S12761,93,95,83,75,AI
S12762,63,78,73,77,AI
S12763,60,61,98,60,python
S12764,63,86,83,76,python
S12765,89,63,75,68,Mathematics for machine learning
S12766,71,75,88,63,Mathematics for machine learning
S12767,96,70,63,83,Web Development
S12768,78,78,75,70,Mathematics for machine learning
S12769,95,87,61,77,AI
S12770,99,96,73,98,AI
S12771,99,67,78,81,Web Development
S12772,97,95,81,67,Web Development
S12773,81,89,91,84,python
S12774,70,97,68,94,python
S12775,66,87,96,98,AI
S12776,95,95,62,74,AI
S12777,79,70,80,82,Web Development
S12778,68,94,83,91,AI
S12779,87,88,71,91,AI
S12780,65,99,84,84,AI
S12781,95,62,80,70,python
S12782,82,84,94,61,Mathematics for machine learning
S12783,63,66,72,83,python
S12784,69,68,79,61,python
S12785,92,100,77,70,Mathematics for machine learning
S12786,68,96,100,90,AI
S12787,94,92,94,77,AI
S12788,100,81,73,99,AI
S12789,94,100,91,93,AI
S12790,87,94,88,73,Web Development
S12791,90,92,61,82,Mathematics for machine learning
S12792,93,95,94,95,python
S12793,61,73,68,65,python
S12794,100,60,75,71,Web Development
S12795,64,68,95,93,Mathematics for machine learning
S12796,90,79,90,92,Mathematics for machine learning
S12797,99,95,92,72,AI
S12798,63,83,80,63,Mathematics for machine learning
S12799,77,98,69,88,AI
S12800,78,63,94,97,Web Development
S12801,100,91,80,62,Mathematics for machine learning
S12802,84,92,93,100,AI
S12803,94,83,65,64,python
S12804,99,87,67,70,python
S12805,76,94,94,93,AI
S12806,96,97,99,79,AI
S12807,68,85,72,94,AI
S12808,72,73,72,81,AI
S12809,79,74,92,84,AI
S12810,95,66,63,69,python
S12811,79,80,69,98,AI
S12812,70,70,83,97,python
S12813,100,87,86,99,AI
S12814,94,91,62,65,python
S12815,99,64,96,96,python
S12816,89,96,85,77,AI
S12817,96,100,78,68,Mathematics for machine learning
S12818,64,82,94,99,AI
S12819,80,62,72,65,python
S12820,80,75,95,77,AI
S12821,97,82,82,90,AI
S12822,78,64,89,60,python
S12823,68,94,76,99,AI
S12824,85,79,61,83,AI
S12825,86,68,64,60,python
S12826,92,65,69,66,python
S12827,82,95,71,87,AI
S12828,68,60,94,79,python
S12829,63,71,100,97,python
S12830,76,79,85,70,Mathematics for machine learning
S12831,62,89,77,98,AI
S12832,73,95,69,83,AI
S12833,61,100,80,86,AI
S12834,98,85,94,95,AI
S12835,96,63,76,87,Web Development
S12836,70,61,69,72,python
S12837,88,88,95,61,Mathematics for machine learning
S12838,66,86,86,98,AI
S12839,73,95,100,94,AI
S12840,65,62,66,72,python
S12841,91,73,61,61,python
S12842,83,88,97,77,Mathematics for machine learning
S12843,82,94,87,98,AI
S12844,66,83,65,95,AI
S12845,75,100,64,76,AI
S12846,60,69,81,81,python
S12847,62,69,97,79,python
S12848,67,72,77,61,Mathematics for machine learning
S12849,71,76,73,78,AI
S12850,90,70,72,89,Web Development
S12851,98,61,66,77,Mathematics for machine learning
S12852,71,90,84,82,AI
S12853,90,71,60,95,AI
S12854,63,62,76,99,python
S12855,74,63,68,69,python
S12856,72,98,73,81,Web Development
S12857,78,69,70,76,python
S12858,64,85,71,94,AI
S12859,64,70,83,92,python
S12860,78,86,99,94,AI
S12861,99,74,95,83,AI
S12862,90,85,81,72,AI
S12863,76,87,94,79,AI
S12864,75,84,83,79,AI
S12865,96,81,71,100,python
S12866,85,97,62,82,AI
S12867,73,65,65,80,python
S12868,79,65,98,66,python
S12869,72,74,71,72,AI
S12870,81,75,99,66,Mathematics for machine learning
S12871,76,96,68,81,python
S12872,73,73,72,60,Mathematics for machine learning
S12873,81,63,78,60,Web Development
S12874,87,68,84,68,python
S12875,94,87,70,86,AI
S12876,74,73,90,96,AI
S12877,82,89,69,100,AI
S12878,95,96,100,89,AI
S12879,94,87,92,79,AI
S12880,82,80,67,98,AI
S12881,82,70,98,64,python
S12882,100,86,76,94,AI
S12883,77,63,88,82,python
S12884,100,61,91,74,Web Development
S12885,61,77,76,76,AI
S12886,87,97,94,96,AI
S12887,79,97,60,62,python
S12888,96,65,72,61,python
S12889,75,85,76,66,Mathematics for machine learning
S12890,86,85,71,61,Web Development
S12891,73,66,78,85,Web Development
S12892,99,99,60,92,AI
S12893,76,99,76,82,AI
S12894,99,61,60,75,Mathematics for machine learning
S12895,90,81,60,92,AI
S12896,83,75,82,95,AI
S12897,99,100,99,99,AI
S12898,86,74,98,97,AI
S12899,60,62,71,82,Mathematics for machine learning
S12900,74,67,61,96,Web Development
S12901,90,93,73,84,AI
S12902,90,97,78,71,AI
S12903,92,73,80,64,Mathematics for machine learning
S12904,94,82,77,65,AI
S12905,81,68,69,66,python
S12906,87,62,93,90,Web Development
S12907,63,71,81,100,AI
S12908,80,88,98,62,Mathematics for machine learning
S12909,64,98,65,85,AI
S12910,87,83,76,72,AI
S12911,83,69,76,84,Web Development
S12912,84,60,94,70,python
S12913,75,79,72,73,AI
S12914,80,89,93,61,Web Development
S12915,89,91,89,100,AI
S12916,99,69,82,96,Web Development
S12917,64,67,94,82,AI
S12918,61,80,89,62,Mathematics for machine learning
S12919,92,78,65,66,python
S12920,100,95,100,73,AI
S12921,75,63,83,99,Web Development
S12922,93,86,92,62,Mathematics for machine learning
S12923,67,87,83,97,AI
S12924,87,99,61,86,AI
S12925,87,65,78,64,python
S12926,65,79,94,73,Web Development
S12927,90,79,86,97,AI
S12928,88,95,80,84,AI
S12929,62,60,65,93,python
S12930,84,92,70,80,Web Development
S12931,60,98,100,74,AI
S12932,63,66,60,77,python
S12933,65,88,78,93,AI
S12934,82,61,82,62,python
S12935,88,61,92,98,Web Development
S12936,77,91,90,62,Mathematics for machine learning
S12937,72,60,93,84,Web Development
S12938,97,88,89,98,AI
S12939,92,61,76,86,Web Development
S12940,75,89,63,100,AI
S12941,84,90,62,79,AI
S12942,61,65,96,95,python
S12943,71,91,88,72,AI
S12944,100,97,66,79,AI
S12945,79,67,96,84,Web Development
S12946,66,63,89,84,python
S12947,71,68,81,94,Web Development
S12948,67,63,64,99,python
S12949,93,94,98,79,Web Development
S12950,89,95,82,68,Mathematics for machine learning
S12951,63,73,84,78,AI
S12952,70,85,85,91,AI
S12953,90,86,87,96,Web Development
S12954,62,96,79,76,AI
S12955,97,60,80,67,python
S12956,90,61,92,80,AI
S12957,99,99,76,61,Mathematics for machine learning
S12958,99,89,97,98,AI
S12959,70,68,76,60,python
S12960,87,95,95,89,Web Development
S12961,67,78,86,98,AI
S12962,82,89,75,70,Web Development
S12963,81,99,87,95,AI
S12964,76,83,99,68,python
S12965,98,87,85,80,AI
S12966,77,70,81,72,Web Development
S12967,63,66,97,91,Web Development
S12968,71,71,94,83,AI
S12969,97,63,85,84,Mathematics for machine learning
S12970,85,89,86,96,AI
S12971,96,85,82,71,AI
S12972,88,86,63,89,AI
S12973,92,65,79,92,Web Development
S12974,94,92,68,65,python
S12975,67,61,60,98,python
S12976,92,64,70,60,python
S12977,96,70,70,75,Web Development
S12978,96,99,64,64,python
S12979,73,80,83,99,Web Development
S12980,81,96,69,87,Mathematics for machine learning
S12981,98,79,89,69,Mathematics for machine learning
S12982,80,83,89,96,Mathematics for machine learning
S12983,99,67,96,88,Mathematics for machine learning
S12984,62,85,80,87,AI
S12985,93,62,97,74,Web Development
S12986,74,78,83,73,AI
S12987,79,67,65,95,Web Development
S12988,63,63,67,72,python
S12989,100,63,64,93,Mathematics for machine learning
S12990,70,60,78,93,python
S12991,85,68,88,83,Web Development
S12992,83,85,74,96,AI
S12993,90,64,84,69,python
S12994,70,100,77,86,AI
S12995,78,98,86,74,AI
S12996,84,61,96,82,Web Development
S12997,79,80,94,62,python
S12998,99,61,91,80,Web Development
S12999,90,71,96,72,AI
S13000,77,72,88,89,AI
S13001,78,78,99,88,AI
S13002,97,98,87,94,AI
S13003,74,71,70,73,AI
S13004,97,82,99,69,Mathematics for machine learning
S13005,79,76,82,97,AI
S13006,85,83,73,84,AI
S13007,83,94,83,93,AI
S13008,61,65,82,94,python
S13009,63,60,93,72,python
S13010,91,66,73,79,Web Development
S13011,93,87,94,80,AI
S13012,96,97,78,79,AI
S13013,80,82,100,61,Mathematics for machine learning
S13014,68,74,80,88,AI
S13015,66,90,92,65,Mathematics for machine learning
S13016,79,91,78,85,AI
S13017,75,65,72,78,Web Development
S13018,86,65,74,71,Web Development
S13019,61,93,67,83,AI
S13020,68,75,73,92,Web Development
S13021,97,61,87,67,python
S13022,84,79,93,94,AI
S13023,98,94,69,72,AI
S13024,75,84,95,77,AI
S13025,84,74,81,91,AI
S13026,61,99,94,95,AI
S13027,68,64,66,75,python
S13028,91,67,93,76,Web Development
S13029,85,91,94,86,AI
S13030,76,60,61,83,Web Development
S13031,67,68,98,86,python
S13032,80,96,95,83,AI
S13033,78,85,75,61,Mathematics for machine learning
S13034,77,92,92,81,AI
S13035,88,99,79,63,AI
S13036,85,91,79,89,AI
S13037,93,99,88,85,AI
S13038,76,91,61,61,Web Development
S13039,90,63,72,85,Web Development
S13040,86,66,83,92,Web Development
S13041,82,73,65,70,python
S13042,88,62,78,65,python
S13043,98,88,98,70,python
S13044,75,96,81,81,AI
S13045,87,61,95,86,Web Development
S13046,77,67,71,89,Web Development
S13047,82,92,60,84,AI
S13048,83,67,95,87,Web Development
S13049,66,89,62,74,Web Development
S13050,68,68,81,67,python
S13051,92,73,98,65,Mathematics for machine learning
S13052,68,67,61,81,python
S13053,72,82,73,100,AI
S13054,76,94,68,63,python
S13055,89,82,74,75,python
S13056,77,62,100,94,Web Development
S13057,80,79,68,99,AI
S13058,83,72,62,82,AI
S13059,62,61,90,84,AI
S13060,97,72,64,94,AI
S13061,64,91,100,60,Mathematics for machine learning
S13062,96,82,71,89,AI
S13063,97,91,94,90,AI
S13064,67,96,89,85,AI
S13065,65,88,67,87,AI
S13066,67,92,74,91,AI
S13067,68,96,60,84,python
S13068,96,76,73,89,AI
S13069,92,71,95,60,Mathematics for machine learning
S13070,66,84,92,75,AI
S13071,77,68,74,96,Web Development
S13072,64,75,96,89,AI
S13073,73,85,73,65,Mathematics for machine learning
S13074,82,82,95,79,AI
S13075,63,98,75,62,Mathematics for machine learning
S13076,85,91,77,90,AI
S13077,72,94,87,100,AI
S13078,61,62,66,77,python
S13079,95,83,91,80,AI
S13080,67,94,73,86,AI
S13081,67,70,69,97,python
S13082,88,87,96,80,AI
S13083,86,72,98,65,Mathematics for machine learning
S13084,79,76,97,79,AI
S13085,68,84,80,84,AI
S13086,98,76,62,60,python
S13087,95,71,79,81,AI
S13088,68,85,92,95,AI
S13089,62,96,62,80,AI
S13090,63,73,68,67,python
S13091,83,85,68,85,AI
S13092,87,66,89,99,Web Development
S13093,92,70,93,86,Web Development
S13094,84,71,70,99,python
S13095,73,88,73,84,AI
S13096,83,89,71,68,Mathematics for machine learning
S13097,61,81,94,81,AI
S13098,72,76,99,70,Mathematics for machine learning
S13099,61,60,73,78,python
S13100,95,73,82,93,Web Development
S13101,96,63,89,78,Web Development
S13102,61,71,87,100,AI
S13103,72,87,92,89,AI
S13104,65,72,88,94,AI
S13105,74,89,60,67,python
S13106,86,60,81,98,Web Development
S13107,62,64,92,83,python
S13108,88,64,81,75,Web Development
S13109,81,66,95,65,python
S13110,60,64,84,64,python
S13111,80,60,81,66,python
S13112,88,93,95,74,AI
S13113,68,82,70,100,AI
S13114,96,87,78,77,AI
S13115,83,93,90,84,AI
S13116,95,94,86,61,Mathematics for machine learning
S13117,74,70,83,75,Web Development
S13118,75,72,80,80,Web Development
S13119,73,91,86,66,Mathematics for machine learning
S13120,78,92,69,63,python
S13121,74,70,81,74,Web Development
S13122,65,62,80,88,python
S13123,93,92,94,71,Web Development
S13124,83,94,70,93,AI
S13125,70,69,84,82,python
S13126,89,70,98,93,Web Development
S13127,75,97,98,63,Mathematics for machine learning
S13128,85,82,97,93,AI
S13129,80,79,83,64,Mathematics for machine learning
S13130,66,81,80,97,AI
S13131,91,65,70,89,Web Development
S13132,100,77,97,94,AI
S13133,95,71,70,80,AI
S13134,77,86,87,72,AI
S13135,73,75,80,67,Web Development
S13136,66,95,89,88,AI
S13137,74,72,88,76,AI
S13138,83,88,85,83,Mathematics for machine learning
S13139,99,63,99,61,python
S13140,83,78,73,82,AI
S13141,62,87,62,87,AI
S13142,87,83,93,86,AI
S13143,91,66,93,92,Web Development
S13144,71,68,87,70,python
S13145,66,74,86,89,AI
S13146,85,94,73,72,AI
S13147,94,65,98,70,python
S13148,79,87,68,63,python
S13149,63,89,99,78,AI
S13150,66,84,92,86,AI
S13151,67,78,96,72,AI
S13152,98,65,64,74,Web Development
S13153,82,98,79,60,Mathematics for machine learning
S13154,99,80,70,88,AI
S13155,80,87,95,99,AI
S13156,99,91,87,68,Mathematics for machine learning
S13157,69,97,99,99,AI
S13158,65,67,83,91,python
S13159,87,72,62,82,AI
S13160,93,98,92,69,Mathematics for machine learning
S13161,99,84,98,87,AI
S13162,62,63,99,70,python
S13163,78,97,95,95,AI
S13164,62,82,85,100,AI
S13165,86,89,79,62,python
S13166,78,66,69,85,Web Development
S13167,69,90,83,80,AI
S13168,83,93,81,61,Web Development
S13169,79,68,98,100,Web Development
S13170,97,63,95,93,Web Development
S13171,70,63,90,96,Web Development
S13172,80,68,65,81,Web Development
S13173,87,67,96,96,Web Development
S13174,92,65,61,81,Web Development
S13175,72,94,74,63,Mathematics for machine learning
S13176,82,97,62,98,AI
S13177,66,88,72,76,AI
S13178,61,70,95,69,Web Development
S13179,62,67,65,87,Web Development
S13180,93,83,71,77,AI
S13181,74,92,84,69,Mathematics for machine learning
S13182,74,91,75,91,AI
S13183,94,97,63,90,AI
S13184,72,71,66,73,AI
S13185,68,74,85,60,Mathematics for machine learning
S13186,94,77,86,65,Mathematics for machine learning
S13187,60,95,67,81,AI
S13188,77,90,83,94,AI
S13189,87,97,95,78,AI
S13190,70,65,95,92,python
S13191,73,78,90,61,Mathematics for machine learning
S13192,71,66,79,84,Web Development
S13193,80,91,69,99,AI
S13194,93,61,75,70,python
S13195,80,70,66,73,Web Development
S13196,94,95,92,75,AI
S13197,76,87,69,84,AI
S13198,92,80,88,94,AI
S13199,82,95,88,70,Mathematics for machine learning
S13200,64,72,61,63,python
S13201,63,84,83,91,Web Development
S13202,60,95,73,80,AI
S13203,93,96,85,89,AI
S13204,61,81,86,68,Mathematics for machine learning
S13205,78,88,93,68,Mathematics for machine learning
S13206,68,77,99,92,AI
S13207,65,73,81,63,Mathematics for machine learning
S13208,94,70,94,79,Web Development
S13209,68,81,91,68,Mathematics for machine learning
S13210,94,64,71,90,Web Development
S13211,88,96,70,73,AI
S13212,67,78,97,64,Mathematics for machine learning
S13213,93,87,96,66,Mathematics for machine learning
S13214,73,88,63,74,AI
S13215,71,85,64,98,AI
S13216,62,78,85,87,AI
S13217,96,73,60,73,AI
S13218,61,79,71,80,AI
S13219,100,94,96,72,AI
S13220,78,84,94,85,AI
S13221,97,81,82,62,Mathematics for machine learning
S13222,93,67,73,83,Web Development
S13223,92,61,67,83,Web Development
S13224,64,93,70,90,AI
S13225,78,74,100,78,AI
S13226,64,84,60,97,AI
S13227,75,69,78,63,python
S13228,80,83,100,97,AI
S13229,63,89,98,78,AI
S13230,93,80,71,95,AI
S13231,80,78,68,92,AI
S13232,90,87,67,69,python
S13233,73,73,65,94,AI
S13234,80,97,97,90,AI
S13235,95,71,82,86,AI
S13236,87,87,90,85,AI
S13237,75,78,68,74,AI
S13238,66,68,81,70,python
S13239,78,79,90,69,python
S13240,79,83,86,97,AI
S13241,79,63,90,68,python
S13242,88,85,69,77,AI
S13243,78,73,65,66,python
S13244,100,76,61,96,AI
S13245,64,97,93,75,AI
S13246,89,93,63,83,python
S13247,69,94,96,73,AI
S13248,73,79,73,92,AI
S13249,87,81,93,67,Mathematics for machine learning
S13250,93,77,92,78,AI
S13251,73,87,78,80,AI
S13252,92,68,98,78,Web Development
S13253,62,96,97,92,AI
S13254,60,96,77,99,AI
S13255,92,68,67,64,python
S13256,80,74,100,90,Mathematics for machine learning
S13257,72,69,64,94,Web Development
S13258,100,91,73,89,AI
S13259,82,60,65,73,Web Development
S13260,71,89,93,68,Mathematics for machine learning
S13261,89,97,82,82,AI
S13262,70,85,87,67,Mathematics for machine learning
S13263,69,92,100,67,Mathematics for machine learning
S13264,98,79,86,66,Mathematics for machine learning
S13265,83,93,89,84,AI
S13266,74,78,96,88,AI
S13267,95,85,64,92,AI
S13268,87,89,88,67,Mathematics for machine learning
S13269,69,98,86,99,AI
S13270,76,98,67,74,AI
S13271,96,85,61,77,AI
S13272,99,83,70,100,Mathematics for machine learning
S13273,85,68,79,94,Web Development
S13274,84,62,86,75,Web Development
S13275,91,63,86,80,Web Development
S13276,66,95,95,96,AI
S13277,73,92,83,73,AI
S13278,66,92,89,80,AI
S13279,94,95,94,92,python
S13280,78,62,61,73,Web Development
S13281,79,64,79,61,python
S13282,88,69,95,81,AI
S13283,87,96,65,60,python
S13284,83,100,99,68,Mathematics for machine learning
S13285,92,75,70,99,Mathematics for machine learning
S13286,100,79,66,72,python
S13287,84,73,84,66,Mathematics for machine learning
S13288,92,83,100,63,Mathematics for machine learning
S13289,96,92,67,95,AI
S13290,92,72,89,66,Mathematics for machine learning
S13291,60,68,67,84,Web Development
S13292,99,60,80,76,Web Development
S13293,88,89,91,93,AI
S13294,61,85,95,85,AI
S13295,75,73,94,69,Mathematics for machine learning
S13296,65,97,82,68,Mathematics for machine learning
S13297,61,95,100,85,AI
S13298,94,97,67,82,AI
S13299,92,88,69,69,python
S13300,79,69,89,70,python
S13301,61,69,64,77,python
S13302,75,97,70,95,AI
S13303,63,76,76,99,AI
S13304,95,82,67,68,python
S13305,61,63,98,86,python
S13306,71,97,98,62,Web Development
S13307,99,80,96,88,AI
S13308,75,86,60,66,python
S13309,82,97,62,67,python
S13310,73,87,78,63,AI
S13311,83,97,89,97,AI
S13312,99,79,85,88,AI
S13313,80,94,64,71,AI
S13314,85,90,60,65,python
S13315,66,86,69,92,AI
S13316,78,83,92,73,AI
S13317,86,78,79,93,AI
S13318,98,68,94,91,Mathematics for machine learning
S13319,62,91,91,79,AI
S13320,72,77,93,73,Mathematics for machine learning
S13321,87,72,93,88,AI
S13322,67,97,68,93,AI
S13323,98,78,80,89,AI
S13324,69,85,77,67,Mathematics for machine learning
S13325,63,62,72,83,python
S13326,60,94,91,71,AI
S13327,94,84,68,98,Web Development
S13328,66,95,70,65,python
S13329,66,96,66,100,AI
S13330,62,88,63,99,AI
S13331,83,71,84,98,AI
S13332,65,91,85,72,AI
S13333,65,100,92,68,Mathematics for machine learning
S13334,67,72,72,83,AI
S13335,77,95,84,81,AI
S13336,64,82,67,74,AI
S13337,98,95,68,97,AI
S13338,94,76,67,70,Web Development
S13339,72,65,90,61,Web Development
S13340,73,74,72,60,Mathematics for machine learning
S13341,95,64,79,81,Web Development
S13342,74,64,72,75,Web Development
S13343,80,90,69,92,AI
S13344,80,78,85,71,AI
S13345,75,64,91,97,python
S13346,94,96,94,75,AI
S13347,64,100,73,85,AI
S13348,61,90,91,62,python
S13349,62,88,77,75,AI
S13350,99,61,88,73,Web Development
S13351,60,64,78,75,python
S13352,90,100,87,75,AI
S13353,79,63,84,66,python
S13354,85,92,61,88,AI
S13355,68,99,91,92,AI
S13356,65,96,78,88,AI
S13357,92,66,81,63,python
S13358,87,78,84,87,AI
S13359,78,99,74,67,AI
S13360,85,75,80,96,AI
S13361,79,77,92,82,AI
S13362,85,64,67,63,python
S13363,99,97,73,100,AI
S13364,93,97,88,91,AI
S13365,66,70,91,79,python
S13366,100,86,100,91,AI
S13367,74,65,62,90,Web Development
S13368,60,99,68,94,AI
S13369,91,72,77,61,Mathematics for machine learning
S13370,89,90,82,87,Web Development
S13371,60,72,81,98,AI
S13372,95,89,76,73,AI
S13373,73,96,85,85,AI
S13374,79,93,86,81,AI
S13375,78,63,92,79,python
S13376,70,72,87,85,AI
S13377,100,85,87,75,AI
S13378,83,73,81,79,AI
S13379,83,100,80,92,AI
S13380,80,99,97,88,AI
S13381,66,93,85,66,Mathematics for machine learning
S13382,77,77,95,92,AI
S13383,77,61,66,82,Web Development
S13384,82,68,83,99,Web Development
S13385,60,74,83,65,Mathematics for machine learning
S13386,80,72,72,67,Mathematics for machine learning
S13387,100,91,76,74,AI
S13388,91,73,95,96,AI
